Name,Lat,Long
" Compass Care Pregnancy Services
"," 43.1102
"," -77.6233
"
" Crossroads Pregnancy Care
"," 43.2655
"," -77.6955
"
" Embracing Options - Rochester
"," 43.1422
"," -77.6426
"
" Focus Pregnancy Help Center
"," 43.1601
"," -77.5993
"
" AAA Pregnancy Services
"," 40.9197
"," -72.6559
"
" EMC Frontline Pregnancy Center
"," 40.7481
"," -73.8775
"
" Pregnancy Care Center of Oswego County
"," 43.551
"," -76.134
"
" Birthright of Poughkeepsie
"," 41.6966
"," -73.9027
"
" Care Net Pregnancy Center of Hudson Valley
"," 41.7001
"," -73.9249
"
" Plattsburgh Pregnancy Center
"," 44.697
"," -73.4567
"
" Birthright of Plattsburgh
"," 44.698
"," -73.4544
"
" Pregnancy Center of Penn Yan
"," 42.6595
"," -77.0524
"
" Birthright of Peekskill
"," 41.2897
"," -73.9219
"
" Pregnancy Care Center of Oswego County
"," 43.4509
"," -76.5221
"
" Birthright of Ontario
"," 43.2213
"," -77.2842
"
" Pregnancy Center of Central NY
"," 43.0974
"," -75.653
"
" Summit Life Outreach Center Inc.
"," 43.0953
"," -79.0415
"
" Care Net Pregnancy Center of Wayne County
"," 43.0456
"," -77.0749
"
" Pregnancy Help Inc.
"," 40.7394
"," -74.0008
"
" Avail
"," 40.7573
"," -73.9834
"
" MyChoice Pregnancy Care Center
"," 41.4652
"," -74.0345
"
" Pregnancy Support Center of Ulster County
"," 41.7431
"," -74.0715
"
" Birthright of Nanuet
"," 41.0869
"," -74.0152
"
" Pregnancy Resource Center of the Valleys Inc.
"," 42.7251
"," -77.8734
"
" Pregnancy Center of Central NY
"," 42.899
"," -75.6424
"
" Birthright of Middletown
"," 41.4506
"," -74.4146
"
" New Life Pregnancy Center
"," 43.4595
"," -76.2359
"
" Life Center of Long Island
"," 40.684
"," -73.4302
"
" Care Net Pregnancy Center of Northern New York
"," 43.6201
"," -75.3712
"
" Care Net Pregnancy Center of Northern New York
"," 43.7878
"," -75.4928
"
" Lockport Care Net Pregnancy Center
"," 43.1734
"," -78.6807
"
" Pregnancy Center of Central NY
"," 43.1504
"," -76.217
"
" Sullivan County Pregnancy Support Center
"," 41.802
"," -74.7467
"
" Birthright of Kingston
"," 41.9209
"," -73.9872
"
" Pregnancy Support Center of Ulster County
"," 41.9277
"," -73.9992
"
" Northtown Pregnancy Center
"," 42.9672
"," -78.8784
"
" Birthright of Binghamton
"," 42.1164
"," -75.9635
"
" Women's Services Pregnancy Resources
"," 42.0953
"," -79.2504
"
" Abortos NYC
"," 40.7477
"," -73.8904
"
" Birthright of Ithaca
"," 42.4387
"," -76.509
"
" Ithaca Pregnancy Center
"," 42.4388
"," -76.5015
"
" Birthright of Islip
"," 40.7294
"," -73.2134
"
" Breath of Life Center Inc.
"," 40.8009
"," -73.1756
"
" Alight Center
"," 42.259
"," -73.766
"
" Pregnancy Center of Central NY
"," 43.0237
"," -74.9919
"
" AAA Pregnancy Services
"," 40.7095
"," -73.6153
"
" Birthright of Hampton Bays
"," 40.8769
"," -72.5284
"
" Southtowns Care Center
"," 42.7599
"," -78.828
"
" Tri-County Crisis Pregnancy Center
"," 42.4624
"," -78.9347
"
" Life Saver Ministries
"," 43.0458
"," -74.3475
"
" Open Arms Pregnancy Center
"," 43.3157
"," -73.653
"
" Family Hope Center
"," 42.8663
"," -76.9819
"
" Bridge Women's Support Center
"," 40.7598
"," -73.816
"
" Birthright of Fishkill
"," 41.5355
"," -73.9038
"
" Southern Tier Pregnancy Resource Center
"," 42.0863
"," -76.8123
"
" Soundview Pregnancy Services
"," 40.7248
"," -73.5631
"
" Life Center of Long Island
"," 40.7564
"," -73.3268
"
" Cortland Pregnancy Center
"," 42.6025
"," -76.1783
"
" Pregnancy Resource Center of the Valleys
"," 42.1423
"," -77.0472
"
" Alpha Pregnancy Care Center Inc
"," 42.7728
"," -73.7012
"
" C.H.O.I.C.E.S.
"," 42.525
"," -78.473
"
" Soundview Pregnancy Services
"," 40.8595
"," -73.079
"
" Alight Center
"," 42.2193
"," -73.8654
"
" Pregnancy Center of Canandaigua
"," 42.8912
"," -77.285
"
" Pregnancy Center of Central New York
"," 43.3361
"," -75.7474
"
" Life Center of New York Inc.
"," 40.6342
"," -74.0211
"
" Free Abortion Alternatives
"," 40.6927
"," -73.9913
"
" EMC Frontline Pregnancy Centers
"," 40.8757
"," -73.8799
"
" Expectant Mother Care Pregnancy Center
"," 40.8165
"," -73.92
"
" Life Choices Center
"," 42.0977
"," -75.9207
"
" Boro Pregnancy Counseling Center
"," 40.7531
"," -73.7768
"
" Pregnancy Resource Center of the Valleys Inc
"," 42.3342
"," -77.318
"
" All Babies Cherished
"," 42.9897
"," -78.175
"
" Birthright of Ballston Spa
"," 43.0028
"," -73.8501
"
" Pregnancy Care Center of Cayuga County
"," 42.932
"," -76.5667
"
" The Bridge To Life
"," 40.7737
"," -73.9306
"
" Alpha Pregnancy Care Center Inc
"," 42.9336
"," -74.185
"
" Care Net Center of Greater Orleans
"," 43.2419
"," -78.1948
"
" Alpha Pregnancy Care Center Inc
"," 42.6645
"," -73.7682
"
" Women's Resource Medical Centers
"," 36.1583
"," -115.181
"
" Life Choices Community Pregnancy Clinic
"," 39.1716
"," -119.764
"
" First Choice Pregnancy Services
"," 36.1451
"," -115.143
"
" First Choice Pregnancy Center
"," 36.2194
"," -115.987
"
" Crisis Pregnancy Center of Reno
"," 39.5163
"," -119.81
"
" Crisis Pregnancy Center Fernley
"," 39.6071
"," -119.254
"
" Care Net Pregnancy Center of Churchill County
"," 39.4756
"," -118.78
"
" Life Way of Lincoln County
"," 33.339
"," -105.665
"
" New Beginnings Carlsbad Caring Pregnancy Center
"," 32.4252
"," -104.227
"
" Birthright of Socorro
"," 34.0579
"," -106.89
"
" Birthright of Farmington
"," 36.7356
"," -108.198
"
" Birthright of Albuquerque
"," 35.1161
"," -106.609
"
" Women's Pregnancy Options
"," 35.0848
"," -106.587
"
" Pregnancy Help Center
"," 32.9032
"," -105.96
"
" Open Arms Pregnancy Center
"," 33.1363
"," -107.252
"
" New Life Pregnancy Center
"," 36.3828
"," -105.598
"
" Care Net Pregnancy Resource Center of Santa Fe
"," 35.6638
"," -105.972
"
" Care Net Pregnancy Centers of Albuquerque
"," 35.2991
"," -106.596
"
" Origins Pregnancy Care Center
"," 35.2414
"," -106.682
"
" Pregnancy Resource Center Eastern New Mexico
"," 34.1771
"," -103.352
"
" Care Net Pregnancy Centers of Albuquerque
"," 34.8055
"," -106.728
"
" Hope Pregnancy Center
"," 35.8862
"," -106.318
"
" Care Net Pregnancy Center of Las Cruces
"," 32.3077
"," -106.765
"
" Turning Point of Las Cruces
"," 32.2767
"," -106.767
"
" Hands of Hope Pregnancy Center
"," 35.5283
"," -108.71
"
" GracePlace Pregnancy and Health Center
"," 36.7715
"," -108.186
"
" Pregnancy Resource Center Eastern New Mexico
"," 34.4044
"," -103.205
"
" Care Net Pregnancy Centers of Albuquerque
"," 34.9967
"," -106.046
"
" Care Net Pregnancy Centers of Albuquerque
"," 35.117
"," -106.531
"
" ​New Hope Pregnancy Resource Center
"," 40.988
"," -74.036
"
" Our Gift of Hope
"," 40.8934
"," -73.9719
"
" Abba Pregnancy Center
"," 40.0016
"," -75.0264
"
" Birthright of Toms River
"," 39.9588
"," -74.1896
"
" Birthright of Red Bank
"," 40.3421
"," -74.0646
"
" Birthright of Freehold
"," 40.2614
"," -74.2727
"
" Birthright of Dover
"," 40.8873
"," -74.5459
"
" Birthright of Bergen County
"," 40.9042
"," -74.0618
"
" Birthright of Barnegat
"," 39.7555
"," -74.2342
"
" Options For Women
"," 39.9177
"," -75.0071
"
" Life Choices Women's Health Center
"," 40.6887
"," -75.1996
"
" ChoiceOne
"," 40.2482
"," -74.7383
"
" Pregnancy Aid & Information Center
"," 40.5694
"," -74.6334
"
" Hope Pregnancy Center
"," 39.2854
"," -74.5689
"
" Hope Pregnancy Center
"," 39.0125
"," -74.8718
"
" Good News Crisis Pregnancy Center
"," 40.5091
"," -74.2678
"
" 1st Way Pregnancy Service
"," 40.0753
"," -74.8571
"
" 1st Way Life Center
"," 39.8463
"," -75.1464
"
" Lighthouse Pregnancy Resource Center
"," 40.9779
"," -74.2721
"
" Choices of the Heart Network
"," 39.7586
"," -75.0489
"
" The Open Door Pregnancy Center
"," 39.9648
"," -74.2251
"
" Solutions Health & Pregnancy Center
"," 40.325
"," -74.0613
"
" Cornerstone Women's Resource Centers
"," 39.5593
"," -75.4471
"
" First Choice Women's Resource Centers
"," 40.6178
"," -74.4244
"
" Lighthouse Pregnancy Resource Center
"," 40.9176
"," -74.1744
"
" Today's Choice Women's Resource Center
"," 41.0578
"," -74.7496
"
" First Choice Women's Resource Centers
"," 40.7413
"," -74.1712
"
" First Choice Women's Resource Centers
"," 40.8005
"," -74.482
"
" First Choice Women's Resource Centers
"," 40.8086
"," -74.2119
"
" Choices Options for Women's Health
"," 40.5442
"," -74.3634
"
" First Choice Women's Resource Centers
"," 40.7507
"," -74.0467
"
" Gateway Pregnancy Center
"," 40.727
"," -74.2268
"
" Care Net Pregnancy Resources of Warren County
"," 40.8515
"," -74.8293
"
" Lighthouse Pregnancy Resources Center
"," 40.9048
"," -74.0425
"
" Friendship Center for New Beginnings
"," 40.5063
"," -74.858
"
" Gateway Pregnancy Center
"," 40.6644
"," -74.2127
"
" Crisis Pregnancy Center
"," 39.5236
"," -74.6397
"
" Birthright of Manchester
"," 42.9796
"," -71.4774
"
" Pennacook Pregnancy Center
"," 43.0013
"," -71.4619
"
" Pregnancy Center of the Upper Valley
"," 43.6446
"," -72.3099
"
" Seacost Birthright
"," 43.0732
"," -70.7664
"
" Birthright of Derry
"," 42.8882
"," -71.3265
"
" CareNet Pregnancy Center
"," 43.2044
"," -71.54
"
" Pregnancy Center of the Upper Valley
"," 43.3729
"," -72.3388
"
" Pathways Pregnancy Care Center
"," 44.4682
"," -71.1717
"
" Pathways Pregnancy Care Center
"," 44.3063
"," -71.7505
"
" Pregnancy Resource Center of the Monadnock Region
"," 42.9367
"," -72.2773
"
" Haven Pregnancy Services
"," 43.759
"," -71.6986
"
" Options
"," 43.1973
"," -70.8725
"
" Care Net Pregnancy Center of Manchester & Nashua
"," 42.7621
"," -71.4656
"
" Aspire Women’s Center
"," 43.5398
"," -71.4656
"
" Care Net Pregnancy Center of Manchester
"," 42.9951
"," -71.4615
"
" Assure Women's Center
"," 41.2162
"," -96.1369
"
" Beginnings Pregnancy Resource Center
"," 42.4574
"," -98.6546
"
" Birthright of Norfolk
"," 42.0336
"," -97.4313
"
" Birthright of Lincoln
"," 40.8128
"," -96.6405
"
" Birthright of Chadron
"," 42.8283
"," -102.991
"
" York Crisis Pregnancy Center
"," 40.8675
"," -97.592
"
" Hope Pregnancy Center
"," 40.0275
"," -98.0657
"
" Essential Pregnancy Services
"," 41.2868
"," -96.0553
"
" Essential Pregnancy Services
"," 41.2853
"," -96.0091
"
" Assure Women's Center
"," 41.3183
"," -96.013
"
" Ogallala Women's Resource Center
"," 41.123
"," -101.73
"
" Women's Resource Center
"," 41.1198
"," -100.766
"
" ABC Pregnancy Help Center
"," 40.1995
"," -100.626
"
" Pregnancy Center
"," 40.813
"," -96.6467
"
" Pregnancy + Health Center
"," 40.6015
"," -98.3787
"
" Collage Center
"," 40.7058
"," -99.0845
"
" Collage Center
"," 40.9261
"," -98.3859
"
" Life Choices Pregnancy Help Center
"," 41.4342
"," -96.4737
"
" Essential Pregnancy Services
"," 41.1368
"," -95.9053
"
" Willow Center
"," 40.2874
"," -96.7475
"
" Pregnancy Help Center
"," 48.3986
"," -97.7203
"
" Dakota Hope Clinic
"," 48.2328
"," -101.293
"
" Badlands Choice Clinic
"," 46.8821
"," -102.79
"
" Women's Pregnancy Center
"," 47.9027
"," -97.0485
"
" First Choice Clinic
"," 46.8603
"," -96.8283
"
" First Choice Clinic
"," 46.8227
"," -100.808
"
" First Choice Clinic
"," 48.1155
"," -98.8493
"
" Compassion Care Center
"," 36.1341
"," -80.6649
"
" Salem Pregnancy Care Center
"," 36.0729
"," -80.3126
"
" Maplewood Women’s Center
"," 36.0798
"," -80.2931
"
" Birthright of Winston Salem
"," 36.0747
"," -80.3126
"
" Wilson Pregnancy Center
"," 35.7322
"," -77.918
"
" Life Line Pregnancy Center
"," 34.2228
"," -77.8846
"
" Living Hope Pregnancy Support Services
"," 34.3361
"," -78.7096
"
" Coastal Pregnancy Center
"," 35.547
"," -77.0311
"
" The Women's Clinic
"," 35.8421
"," -78.578
"
" Caring Hearts Pregnancy Center
"," 35.9198
"," -81.182
"
" Pregnancy Resource Center
"," 35.7995
"," -80.8653
"
" In His Hands Pregnancy Support Center
"," 35.5159
"," -78.3219
"
" Pregnancy Resource Center of Cleveland County
"," 35.2527
"," -81.5069
"
" Pregnancy Support Center
"," 35.6602
"," -80.4792
"
" Life Choices
"," 36.3908
"," -79.0042
"
" Your Choice Resource Center
"," 35.9438
"," -77.8002
"
" Pee Dee Pregnancy Resource Center
"," 34.9402
"," -79.7722
"
" Pregnancy Support Center
"," 36.4554
"," -77.6579
"
" Gateway
"," 35.7836
"," -78.6561
"
" Birthchoice
"," 35.8144
"," -78.6951
"
" Your Choice Pregnancy Clinic
"," 35.7569
"," -78.7289
"
" HOPE Pregnancy Resource Center
"," 34.9651
"," -80.0755
"
" Avery Pregnancy & Resource Center
"," 36.0502
"," -81.9147
"
" Eastern Pregnancy Information Clinic
"," 35.1149
"," -77.094
"
" Pregnancy & Parenting Center
"," 35.09
"," -84.0353
"
" Crisis Pregnancy East
"," 35.2709
"," -81.0353
"
" The Legacy Center
"," 36.4987
"," -80.6214
"
" Coastal Pregnancy Care Center
"," 34.7425
"," -76.8231
"
" Wilkes Pregnancy Care Center
"," 36.138
"," -81.177
"
" Community Pregnancy Center of Lake Norman
"," 35.576
"," -80.8218
"
" H.E.L.P. Pregnancy Center
"," 35.0014
"," -80.5548
"
" Davie Pregnancy Care Center
"," 35.9178
"," -80.5951
"
" Mountain Area Pregnancy Services
"," 35.8287
"," -82.5468
"
" McDowell Pregnancy Care Center
"," 35.6835
"," -82.0088
"
" Crisis Pregnancy Center of Lincoln County
"," 35.4675
"," -81.2365
"
" Alpha Pregnancy Support Inc.
"," 35.8265
"," -80.2521
"
" Caldwell Pregnancy Care Center
"," 35.889
"," -81.5247
"
" iChoose Pregnancy Support Services
"," 35.7973
"," -78.4966
"
" Eastern Pregnancy Information Clinic
"," 35.2627
"," -77.5814
"
" Hope Pregnancy Care Center
"," 36.274
"," -80.3823
"
" Creative Choices Pregnancy Resource Center
"," 35.9435
"," -75.6176
"
" Ashe Pregnancy Care Center
"," 36.4178
"," -81.4753
"
" Onslow Pregnancy Resource Center
"," 34.791
"," -77.4177
"
" Community Pregnancy Center of Lake Norman
"," 35.4157
"," -80.8432
"
" New Life Family Outreach
"," 35.9592
"," -80.0151
"
" Pregnancy Care Center of Catawba Valley
"," 35.7317
"," -81.3453
"
" Open Arms Pregnancy Center
"," 35.3162
"," -82.4629
"
" Havelock Pregnancy Resource Center
"," 34.865
"," -76.8977
"
" GATE Pregnancy Resource Center
"," 35.3249
"," -80.6391
"
" Reach Out Crisis Pregnancy Center
"," 35.4787
"," -79.1821
"
" Carolina Pregnancy Center
"," 35.6048
"," -77.3728
"
" Greensboro Pregnancy Care Center
"," 36.0648
"," -79.8
"
" Wayne Pregnancy Center
"," 35.3648
"," -77.9397
"
" Crisis Pregnancy West
"," 35.293
"," -81.215
"
" Crisis Pregnancy Center of Gaston County Inc.
"," 35.2011
"," -81.1709
"
" Hand of Hope Pregnancy Resource Center
"," 35.5909
"," -78.7933
"
" Smoky Mountain Pregnancy Care Center
"," 35.1813
"," -83.3805
"
" Hands of Hope for Life
"," 35.334
"," -81.8635
"
" AAA Crisis Pregnancy Center
"," 35.0769
"," -78.8817
"
" LifeLine Pregnancy Help Center
"," 36.2624
"," -80.8269
"
" Agape Pregnancy Support Services
"," 35.0454
"," -78.8648
"
" Albemarle Pregnancy Resource Center & Clinic
"," 36.2866
"," -76.243
"
" Rockingham Pregnancy Care Center
"," 36.4905
"," -79.7534
"
" Pregnancy Care Center of Burke County
"," 35.7556
"," -81.605
"
" Heartbeats Women's Center
"," 36.3826
"," -81.4007
"
" Crisis Pregnancy Center North
"," 35.3069
"," -81.1885
"
" Smoky Mountain Pregnancy Care Center
"," 35.307
"," -83.191
"
" Cabarrus Women's Center
"," 35.4222
"," -80.6011
"
" GATE Pregnancy Resource Center
"," 35.398
"," -80.6109
"
" iChoose Pregnancy Support Services
"," 35.6417
"," -78.4734
"
" Stanton Healthcare/Charlotte Center for Women
"," 35.1959
"," -80.7961
"
" Pregnancy Resource Center of Charlotte
"," 35.2138
"," -80.8288
"
" Pregnancy Support Services
"," 35.9456
"," -79.0136
"
" Life Care Pregnancy Center
"," 35.3272
"," -79.3978
"
" Tri-County Pregnancy Center
"," 35.9159
"," -82.2671
"
" The Center for Women
"," 35.2327
"," -82.7342
"
" Hope Pregnancy Center
"," 36.2182
"," -81.6851
"
" Crisis Pregnancy Center Northwest
"," 35.3364
"," -81.3219
"
" Mountain Area Pregnancy Services
"," 35.5701
"," -82.6238
"
" Your Choices Randolph
"," 35.7003
"," -79.8137
"
" Pregnancy & Parenting Center
"," 35.2017
"," -83.84
"
" Pregnancy Resource Center of Stanly County
"," 35.3498
"," -80.2071
"
" Family Resource Center of Ahoskie
"," 36.2854
"," -76.9885
"
" ZoeCare
"," 45.6605
"," -111.067
"
" We Care Unplanned Pregnancy
"," 48.8839
"," -115.054
"
" Sunrise Women's Clinic
"," 47.7163
"," -104.16
"
" St Catherine Family Health Care Clinic
"," 45.7762
"," -111.177
"
" Sparrow's Vine Pregnancy Resource Center
"," 47.17
"," -113.476
"
" Outreach Clinic
"," 46.4068
"," -105.852
"
" Pregnancy Care Center
"," 48.3872
"," -115.556
"
" Options Clinic
"," 46.6214
"," -112.023
"
" New Hope Pregnancy Support Center of Dillon
"," 45.2256
"," -112.629
"
" New Hope Clinic
"," 46.0092
"," -112.54
"
" LaVie
"," 45.827
"," -108.485
"
" LaVie
"," 45.7773
"," -108.575
"
" Inspire Pregnancy Outreach Center
"," 47.0634
"," -109.419
"
" Hi-Line Pregnancy Resource Center
"," 48.5538
"," -109.678
"
" Echoz Pregnancy Care Center
"," 47.4957
"," -111.284
"
" Clear Choice Clinic
"," 48.2128
"," -114.325
"
" Care Net Missoula
"," 46.8457
"," -114.02
"
" Birthright of the Bitterroot
"," 46.2459
"," -114.149
"
" Center for Pregnancy Choices
"," 32.3338
"," -90.1762
"
" Birthright of Hattiesburg
"," 31.3233
"," -89.2972
"
" Pregnancy Test Center
"," 34.3154
"," -89.9543
"
" Pregnancy Crisis Test Center
"," 34.8718
"," -89.6883
"
" Parkgate Pregnancy Clinic
"," 34.2581
"," -88.7488
"
" Starkville Pregnancy Care Center
"," 33.4411
"," -88.8191
"
" CARE Center
"," 34.9911
"," -90.0121
"
" The Center for Pregnancy Choices of Lawrence County
"," 31.5345
"," -90.0533
"
" My Choices Pregnancy Help Center
"," 34.7374
"," -88.9572
"
" Banah Pregnancy Center
"," 34.2503
"," -89.0192
"
" Sav-A- Life Pregnancy Support Services
"," 30.5316
"," -89.6907
"
" Pregnancy Center of Oxford
"," 34.3927
"," -89.5086
"
" First Choice Center for Women
"," 34.5016
"," -89.0294
"
" CPC of South West Mississippi
"," 31.2463
"," -90.4593
"
" CPC- Pregnancy & Family Resource Center
"," 32.7584
"," -89.1029
"
" Choices Clinic of Laurel
"," 31.689
"," -89.1325
"
" Center for Pregnancy Choices
"," 32.3483
"," -90.8774
"
" Center for Pregnancy Choices
"," 32.3658
"," -88.7028
"
" Center for Pregnancy Choices
"," 32.3704
"," -90.1501
"
" Hope Clinic
"," 31.3216
"," -89.3299
"
" PROMISS Pregnancy Care Center
"," 30.3837
"," -88.6474
"
" Center of Hope
"," 32.3546
"," -89.4821
"
" Birthright of Jackson
"," 32.3346
"," -90.0949
"
" Oasis Medical Center
"," 34.9311
"," -88.4966
"
" Life Choices
"," 33.4962
"," -88.4256
"
" Women's Resource Center
"," 30.4189
"," -89.0306
"
" Women's Resource Center
"," 33.7508
"," -90.7473
"
" Women's Hope Center
"," 34.218
"," -90.5433
"
" Life Spring Ministries of Amory
"," 33.9892
"," -88.4986
"
" Options for Women
"," 37.7232
"," -89.8867
"
" Birthright Counseling St Louis
"," 38.5184
"," -90.3047
"
" Birthright Counseling St Louis
"," 38.639
"," -90.2427
"
" Ray of Hope Pregnancy Care Ministries
"," 39.6911
"," -92.0367
"
" Birthright of Wentzville
"," 38.8104
"," -90.8523
"
" Free Women's Center of Pulaski County
"," 37.8205
"," -92.214
"
" New Beginnings Women's Center
"," 38.7655
"," -93.7372
"
" Options for Women
"," 37.9682
"," -90.0412
"
" Thrive St Louis-St Charles Clinic
"," 38.7937
"," -90.6239
"
" Thrive St Louis-St Louis City Clinic
"," 38.6416
"," -90.2516
"
" Pregnancy Help Center South County
"," 38.5083
"," -90.3346
"
" Birthright Counseling St Louis
"," 38.6149
"," -90.3492
"
" Willowbrook Women's Center
"," 39.7808
"," -94.8067
"
" Guiding Star Mid. Missouri
"," 37.9982
"," -91.6149
"
" Birthright St Charles
"," 38.7839
"," -90.4857
"
" Pregnancy Care Center
"," 37.1473
"," -93.2738
"
" Aspire Women's Center
"," 36.8687
"," -89.5853
"
" PRC of Rolla
"," 37.9384
"," -91.7545
"
" Birthright of Rolla Inc.
"," 37.949
"," -91.7713
"
" Bridge of Hope-Richmond
"," 39.278
"," -93.978
"
" Republic Pregnancy Resource Center
"," 37.1132
"," -93.4844
"
" Caring Hearts Pregnancy Resource Center
"," 37.931
"," -90.7792
"
" Parkland Pregnancy Resource Center
"," 37.8435
"," -90.5018
"
" Birthright of Nevada
"," 37.8402
"," -94.3567
"
" Care Net Pregnancy Resource Center of Neosho
"," 36.8554
"," -94.3837
"
" Pregnancy Resource Center of Mountain Grove
"," 37.1305
"," -92.2629
"
" Birthright of Montgomery City
"," 38.9771
"," -91.5053
"
" Birthright of Moberly
"," 39.4186
"," -92.4407
"
" Memphis Pregnancy and Family Resource Center
"," 40.4704
"," -92.1807
"
" The Source Medical Clinic
"," 40.3206
"," -94.8736
"
" Choices Pregnancy Center
"," 37.3402
"," -92.9291
"
" First Choice MO
"," 39.7116
"," -92.9533
"
" Ray of Hope Pregnancy Care Ministries
"," 39.741
"," -92.4655
"
" Liberty Women's Clinic
"," 39.2678
"," -94.4547
"
" Rachel House Pregnancy Resource Center
"," 38.9362
"," -94.3611
"
" Pregnancy Support Center
"," 37.6786
"," -92.6574
"
" Lifeline Pregnancy Help Clinic
"," 40.2063
"," -92.5768
"
" Rachel House Pregnancy Resource Center
"," 39.1885
"," -94.5314
"
" Rachel House Pregnancy Resource Center
"," 39.0342
"," -94.5335
"
" Parkville Women's Clinic
"," 39.2094
"," -94.6534
"
" Birthright of Kansas City
"," 39.0135
"," -94.5869
"
" Choices Medical Services
"," 37.0845
"," -94.5082
"
" PHC of Central Missouri
"," 38.5561
"," -92.1991
"
" Birthright of Jefferson City
"," 38.5687
"," -92.1612
"
" Rachel House Pregnancy Resource Center
"," 39.0993
"," -94.4125
"
" PRC of South Central Missouri
"," 37.3266
"," -91.9563
"
" Birthright of Hillsboro
"," 38.233
"," -90.5644
"
" Birthright of Hermann
"," 38.7041
"," -91.4359
"
" Birthright of Bridgeton
"," 38.7809
"," -90.3845
"
" Shiloh Center
"," 38.6538
"," -94.3325
"
" Birthright Hannibal
"," 39.7034
"," -91.3733
"
" Birthright of Eureka
"," 38.5057
"," -90.6308
"
" Lifeline Pregnancy Care Center
"," 38.0665
"," -91.4036
"
" My Life Medical Center
"," 38.4668
"," -90.5233
"
" My Life Clinic
"," 38.9608
"," -92.3334
"
" Golden Valley Door of Hope
"," 38.3692
"," -93.7782
"
" Birthright of Chillicothe
"," 39.7945
"," -93.5527
"
" Choices Medical Services
"," 37.1491
"," -94.3117
"
" Options for Women
"," 37.2947
"," -89.5662
"
" Birthright of Cape Girardeau
"," 37.32
"," -89.5585
"
" Pregnancy Help Centers Lake of the Ozarks
"," 38.0146
"," -92.756
"
" Riverways Pregnancy Resource Center
"," 37.6282
"," -91.5242
"
" Thrive St Louis-North County Clinic
"," 38.7482
"," -90.4205
"
" Pregnancy Life Line
"," 36.7163
"," -93.3744
"
" Options for Women
"," 39.3328
"," -91.1841
"
" Alpha House Pregnancy Resource Center
"," 37.6107
"," -93.4078
"
" Hand 'n Hand Pregnancy Help Center
"," 38.3429
"," -90.3889
"
" Options Pregnancy Center
"," 36.9514
"," -92.6594
"
" Tri-County Pregnancy Resource Center
"," 36.9725
"," -93.7219
"
" University LifeCare Center
"," 44.9809
"," -93.2364
"
" Birthright
"," 45.1786
"," -93.3119
"
" Women's Care Center
"," 46.7888
"," -92.0981
"
" TLC of Hastings
"," 44.7378
"," -92.8719
"
" Tandem Family Resource Center
"," 44.9285
"," -93.2623
"
" Health Resources
"," 46.817
"," -95.8472
"
" Birthright
"," 45.8795
"," -95.3781
"
" Brithright
"," 44.8898
"," -94.3696
"
" Birthright
"," 46.8833
"," -96.7637
"
" Birthright
"," 46.354
"," -94.2143
"
" Birthright
"," 44.4486
"," -95.7904
"
" Birthright
"," 44.1455
"," -93.9874
"
" Birthright
"," 44.0542
"," -91.6615
"
" Brithright
"," 44.0139
"," -92.4625
"
" Birthright
"," 46.7933
"," -92.0966
"
" Birthright
"," 44.975
"," -93.2734
"
" Birthright
"," 44.9501
"," -93.1673
"
" Birthright
"," 44.0881
"," -93.2243
"
" Metro Women's Center
"," 45.0548
"," -93.3622
"
" Helping Hand Pregnancy Center
"," 43.6189
"," -95.597
"
" Options for Women
"," 44.9319
"," -92.9638
"
" Hope Pregnancy Center
"," 45.1095
"," -95.0237
"
" Wakota - A Guiding Star Center
"," 44.9118
"," -93.0802
"
" Pregnancy Support Center
"," 47.1025
"," -94.5828
"
" Options for Women
"," 47.5304
"," -92.547
"
" LifeCare Pregnancy Center
"," 48.1183
"," -96.1799
"
" Options for Women
"," 45.0353
"," -92.8112
"
" Lakes Area Pregnancy Support Center
"," 46.3608
"," -94.7942
"
" Abria Pregnancy Resources
"," 44.9609
"," -93.1915
"
" Pregnancy Resource Center
"," 45.5579
"," -94.1556
"
" Options for Women
"," 44.9681
"," -93.0256
"
" First Care Pregnancy Center
"," 44.9525
"," -93.0119
"
" Options For Women
"," 45.2103
"," -93.6608
"
" Birthline
"," 45.5567
"," -94.1692
"
" Options for Women Central MN
"," 45.7225
"," -94.9495
"
" Sandstone Options For Women
"," 46.1345
"," -92.8677
"
" North Region Pregnancy Care Center
"," 48.8489
"," -95.7432
"
" First Care Pregnancy Center
"," 44.0324
"," -92.4625
"
" First Care Pregnancy Center
"," 44.8846
"," -93.2773
"
" Choices Pregnancy Center
"," 44.5407
"," -95.1172
"
" First Choice Clinic
"," 44.563
"," -92.5529
"
" Rum River Life Choices Center
"," 45.5601
"," -93.5804
"
" Pregnancy Resource Center
"," 45.826
"," -92.9709
"
" Pregnancy Resource Center of the Park Rapids Area
"," 46.9168
"," -95.0596
"
" Options for Women
"," 45.5127
"," -92.9798
"
" First Choice Pregnancy Services
"," 44.3002
"," -94.4481
"
" Options for Women
"," 45.5874
"," -95.9156
"
" Mora Crisis Pregnancy Center
"," 45.8778
"," -93.2973
"
" Sagrada Familia Apostolate
"," 44.9602
"," -93.2712
"
" Robbinsdale Women's Center
"," 45.0251
"," -93.3316
"
" North Side Pregnancy Options
"," 45.0353
"," -93.314
"
" First Care Pregnancy Center
"," 44.9707
"," -93.2152
"
" Rum River Life Choices Center
"," 45.7547
"," -93.6527
"
" Options for Women
"," 44.1645
"," -94.0047
"
